id,joke
545,一天夜里，阿凡提梦见他的朋友们为他捐了九十九元钱并递到他手里。阿凡提在梦里说着：不凑够一百元，我决不要，不凑够一百元我决不要！醒来后，他张开手掌一看，哪儿有钱呢！连一个子都没有。他赶紧闭上眼睛，伸出手来说道：不，朋友们，九十九元我也满足了，九十九元我也要！
546,一个医生对前来请求减肥的胖妇人说：“使我发愁的不是您的体重，而是您的高度。按照体重与身高的比例，您至少应该在2－3米以上。”
547,陪吃货朋友逛街，这货突然一声“饿了”， 直往商店冲 进去后就嚎：“老板，有没有过期的乡巴佬鸡腿？来俩” 我一听，愣了，忙问：“干嘛要过期的？” 谁知这货瞥了我一眼，说道：笨！过期的没有禽流感！” 我至今凌乱中。。。
548,手机没钱，给表弟发信息：“帮充10元话费，明天还你。” 不小心按成群发！早上一看，28个未读信息，15个说“不用还”4个说“开学记得还”剩下说“充了”，然后，有个妹纸说“充了20，还有我喜欢你！” 好吧，赚150话费，还加一妹纸，这算不算美丽的失误？
549,一个女人永远不会忘记她本来可以拥有的男人;和男人，他不能的女人。
550,一位老兄让我仔细体会，他多年来反复推敲的一个研究成果： “只用一句话来定义什么是大领导？从来没见过堵车的领导，才是真正的大领导。”
551,一个人去找起名专家，他说：我有四个孩子，大的叫安安，二的叫宁宁，三的叫平平，四的叫静静。现在家里果然安宁平静，可整天死气沉沉。请你给他们另起个热闹点的名字吧！ 起名专家：那就大的叫飞机，二的叫大炮，三的叫敲鼓，四的叫吹号。
552,这天，柯立芝正埋头办公，忽然一位崇拜柯立芝的夫人闯了进来，对他前一天的演讲表示祝贺并说：那天大厅里人山人海，我根本无法找到一个座位，一直站着听完了您的全部演讲。这位夫人用了带委屈的口气说了这话，显然想以此换得几句安慰话。 不料，柯立芝冷漠地说：并不是你一个受累，那天我也一直站着。
553,大联盟棒球队的平均寿命：7个球场。
554,去大席，和多年不见的朋友聊会天，朋友就急忙要走，娜娜说：“干嘛呀，回去晚了怕挨揍呀！” 朋友：“俺老公才不打我呢，俺老公可知道心疼我了。” 娜娜接道：“嗯，打完了可心疼了！”
555,大多数车祸都发生在离家五英里的地方，为什么不搬十英里外呢？
556,妈妈：小新，要你补英语是希望你不要输在起跑点上。 小新：我早就输在起跑点上了！ 妈妈：你输了什么？ 小新：遗传。
557,老婆一夜未睡。 第二天一起床，跑到丈夫单位大哭小叫，当众把丈夫和他那位年轻漂亮的“狐狸精”同事的丑事揭露出来，单位答应一定给予处分。后来老公和她离婚了，离婚后一周就又和那位年轻妹妹结了婚。 这是个山东老婆。
558,如果你扔东西，第二天就需要它。
559,一天，一个旅行者骑着马赶路时，天下起雨来。浑身变得又湿又冷，后来他终于来到了县城的一家小客店，客店里挤满了人，使他无法接近火。这时他把客店老板喊出来说：拿点鱼去喂我的马。 老板说：马并不吃鱼呀。 旅行者接着说：不要紧，按吩咐你的去做， 客店的人群听到这奇怪的吩咐，都纷纷跑去看马吃鱼，这样整个房里只剩下旅行者一个人，他在火旁边坐了下来，暖和自己。 当客店老板和那一群人回来时，老板说：你的马不吃鱼。 旅行者答道：不要紧，把鱼放在桌子上，等我把衣服烤干了。我自己来吃。
560,公交车上。对面坐了一对母女。 这小萝莉看了糖糖一路， 终于忍不住问她妈说：“对面那个是哥哥还是叔叔？” 她妈仔细看了我一会，跟糖糖说：“不好意思，小孩不懂事。” 然后和小萝莉说：“是哥哥，年轻着呢。” 下车时小萝莉还冲糖糖说：“哥哥再见” 再见个大头鬼。不就头发剪短了点么，糖糖是女的！
561,一天，阿凡提看见一位巴依欺负一位穷人，他实在看不下去，就装疯地跑过去打了那个巴依一巴掌。 你这是干什么？巴依气愤地问他。 我是个疯子，我也不知道自己在干什么？阿凡提回答。 于是，巴依抓着阿凡提去让国王严惩。 阿凡提一见国王就平静了下来。国王问他：你不是疯子吗？怎么一下子就好了呢？ 国王陛下，我见别人不害怕，见了您却心里发怵。 为什么？国王问。 因为您的智力比我差，权力却比我大。阿凡提回答说。
562,银行倒闭是由存款人造成的，他们没有存入足够的资金来弥补因管理不善造成的损失。
563,早上老公赖床，用被子把自己裹了好几层。 小丽一气就用皮带拦腰给他绑被子里，然后去上班了。 下午回来，看见老公保持着早上的造型，眼神幽怨的看着小丽。 他说：“饿了一天不是关键，没空调热死了不是关键， 明天怎么去单位解释没上班而且不接电话也不是关键， 关键是：尿没有憋住！”
564,我总是迟到办公室，但我提前离开弥补了它。
565,在汽车里，妻子突然抓住了正在开车的丈夫，她惊恐地叫：快停车！我们回去！我忘了把那电热器的插头拨掉了，一定会起火的！ 丈夫愣了一下，涨红了脸，说：不要紧的，我早就应该告诉你，我忘了关水龙头。
566,有一个人从one学到zero，发音有点不标准，他以为他全部都学完了，之后他去外国，一个111号房间，他却说“汪汪汪”号房间在哪里？
567,一个大热天，朱哈到朋友家里去作客。主人端上了一大杯杏子露，并递给朱哈一把小小的精制的金调羹，自己则用了一把大铜调羹。两人开始舀杏子露吃了。夏日酷暑，杏子露甜凉味美，主人一舀就是一大口，每咽下一口都说一声：“啊，好喝死了！” 朱哈使劲地舀，每次只能舀到一点点，刚够舌头舔一舔的，心里很不痛快。他看到朋友的舒服劲头，再也忍不住了，于是对朋友说：“请你给我换个大调羹，让我也死一下吧。”
568,同学问我：“你知道我们学校做案最多的人是谁吗？” 我说：“我们的学校有要犯快举报，不能让继续作恶了。” 同学说：“我虽然恨他，但是他有人支持。这个人就是老师，他一年要写两百多个教案。”
569,阳阳放学回家，神气十足地对妈妈说：“我是我们班力气最大的！” 妈妈问：“你怎么这么有把握？” 阳阳说：“我们班主任老师说，我一个人拖了全班的后腿！”
570,当他准备上车的时侯，他看到他的鼻子下面有个帽子，于是，他就一把抓过帽子戴在头上，往车上挤，结果后面一个人一把又把他揪了下来，并大吼道：“先生，你不施舍给我也就罢了，干吗还要抢我的饭碗。”
571,一天，几个邻居问阿凡提：阿凡提，昨晚您家到底发生了什么事？叮咚乱响一气。 噢，没发生什么事，是我的长袍滚下了楼梯。 一件长袍滚下去还能发出那么大的声响？ 啊，对了，我忘了告诉你们，那里边还有我呢！阿凡提回答说。
572,吾有一女友，天性活泼直爽，常爱与人称兄道弟。近日，她总结出一个经验，对李X，她就叫李兄，张*就称*兄。 那日，吾与女友上街，途中多次遇到她的好友。先是白X，她与其拥抱，叫道：白兄！周围几人回头顾盼之。后是平X，她道：平兄！十几人回头顾盼之。后行至某商场门口，在100米远处，是她多年位见的好友张文飞，她扯开嗓门大呼：文兄刹时，几百人定睛将她一阵猛瞧，吾听得一老先生摇头感叹：这年头的女孩子，都这么开放！
573,新来的县长坐在小车上，问司机说：你的车窗玻璃上怎么贴了个‘兔’字？，司机一看，原来是养路费的免交标志，县长把大大的免字看成了兔字，司机不好意思明说，便开玩笑说：那是希望汽车跑得快些呀。县长点点头：好办法。回头对秘书说；我见公安局的车跑得太快，回去后给他们的车上都贴个乌龟，让他们跑得慢些。
574,张麻子在街上卖花椒，李麻子去买花椒。 李麻子：你那花椒那个不？（麻不） 张麻子：那个得很，比你我都还要那个。
575,一对情侣的谈话。 女的对男的撒娇说：“亲爱的明天陪我去逛街行不？” 男：“不行，明天要上班。” 女：“那你请假啊！” 男不情愿的说：“请不到。” 女：“那你就说你叔叔死啊！” 男恼火的说：“上次为了陪你我舅舅已经死过两回了，照这样下去我们俩谈成了，我家亲戚也死光了……”
576,放学后，有个五岁的小女孩因为母亲没有来接他，哭个不停。 别哭，乖乖！老师说，我们现在就打电话给你妈妈，你们家有电话吗？ 那孩子呜咽说：有，可是放在家里没有带来！
577,一小伙子在超市购买东西。突然有一位老太太走过来，显得很伤心地对他说：“小伙子，你长得太像我那刚死去的儿子。我可真想念他，你能不能对我叫一声：‘再见，妈妈！’” 小伙子觉得老太太很可怜，便叫了一声：“再见，妈妈！” “哎，再见，孩子！”老太太大声说着走了。 小伙子买好东西刚要走，营业员叫住了他：“先生，你母亲的钱还没付呢！”
578,五岁的乔尼在沙滩上发现一只死了的海鸥。 爸爸，这只海鸥怎么不飞呀？乔尼问道。 哦，它死了，它到天堂见上帝去了。父亲想尽量把话题搞得轻松一点。 那上帝怎么又把它扔下来了呢？乔尼追问道。
579,加班到深夜，精神疲惫的我为了发泄心中的苦闷， 冲到空无一人的楼梯间高唱了一句蓝精灵的主题曲：“在那山的那边海的那边有一群蓝精灵！” 忽然，楼下传来一个哀怨的声音：“他们苦逼又聪明，他们加班到天明！”
580,约翰不知该送什么东西给他的同龄女友做生日礼物于是他问祖母说：祖母，要是明天是你的十六岁生日，你想要什么？ 祖母欢快地回答：我什么别的东西都不要了。
581,医生对胖这件事，有好多描述法，比如脂肪含量高、脂肪肝…… 今年去体检又学会一个：“腰臀围比例失调”。
582,太太在做月子，丈夫公欲火焚身。 太太说：“你去找隔壁的太太帮忙吧，我想她一定会乐意。” 没多久丈夫便鼻青眼肿的回来了。 丈夫说：“隔壁太太倒是答应了， 可她先生不乐意，所以……” 太太恨恨的说：“太可恶，也不想想， 他太太坐月子的时候，我帮了他多少次的忙了。”
583,在一所宗教学校里，老师问学生：亚当和夏娃是在哪个季节被赶出伊甸园的？ 一个学生迅速回答：秋季。 为什么呢？ 因为，只有秋季才有熟了的苹果。
584,在做菜时，没有丈夫被枪杀过。
585,电影院放映《八仙过海》，观众很少。 小磊对影院经理说：“我有办法让你场场爆满。” 经理来了兴趣：“有啥办法？” 小磊：“将片名改为《一个女人和七个男人》。” 影院经理依计行事，结果，电影票被抢购一空。
586,柯立芝总统任期快要结束时，他发表了有名的声明：我不打算再干这个行当了。 记者们觉得话里有话，老是缠住他不放，请你解释为什么不想再当总统了。 实在没有办法，柯立芝把一位记者拉到一边对他说：因为总统没有提升的机会。
587,就在你把岩石堆积起来的时候，牛走了。
588,今天天气很好，我想出去买本《男人装》看。走到报亭时，发现这期杂志改版了。 报亭大妈忙借机向我推销，“这本杂志卖得贼火，现在都改半月刊了，不过上半月的A版卖光了，你就买B版吧。”于是我高兴地拿了一本《男人装B》溜达着走回了家~
589,小明说：家里人最爱动物了，妈妈爱鸟，姐姐爱鱼，我爱小狗。 小花问：那你爸爸爱什么？ 小明说：我爸爱隔壁的狐狸精。
590,我抬起了我妻子的家谱 - 一半的家人还住在里面！
591,一个老处女向新交的男朋友说：昨天晚上，我梦见你向我求婚。 你是如何表示的？ 我接受你的求婚。
592,一个记者采访100只企鹅一天都干些什么。 第一只说：吃饭、睡觉、打豆豆；第二只说：吃饭、睡觉、打豆豆。一直问了99只都如此，问到第100只说：吃饭、睡觉。 记者问：你怎么不打豆豆？ 企鹅曰：我就是豆豆。
593,笔记本电脑：一种旨在迫使商人在家，度假和商务旅行中工作的设备。
594,夫妻俩花钱都是大手大脚的，到了月底，妻子需要钱用，只好打儿子攒钱罐的主意，她打开罐一看，钱没了。 只见一张条上　　写着：“亲爱的儿子：我从这个银行暂借10美元。爸爸即日”
595,年初一，儿子说，爸爸我最想做圣诞老人。 为啥，我问道。 儿子答案好神奇，说：圣诞老人一年只要工作一次就可以了，而且家里超有钱，给全世界的人发礼物，而且全世界的人都爱他。 呵呵，不知他又从哪看来的。
596,那年和一同事去广交会，在饭店里经常被小姐电话骚扰，不胜其烦，很偶然的一个机会我们发现了给我们打电话的小姐的房间号（估计是在酒店包下房间然后就用分机骚扰的那种），于是我们就顺理成章地知到了小姐的分机号（很多酒店的分机号都是用房间号排的）。 于是有一天下午我们再次被骚扰：“请问需要小姐吗？” 拒绝后我们忿忿不平，于是同事拨电话回去，接电话的果然是刚才那个小姐，同事一本正经压低声音：“请问需要先生吗？”。 估计小姐从来没有遇上过这种情形，大约停顿了几秒钟后恼怒的说：“要，要你个头呀！” 放下电话，我们两个乐翻了天。
597,全班哄笑，语文老师问：“怎么了？” B见A被吵醒，于是说：“我是提醒后面的同学不要睡觉了。” 全班大笑。 不一会，臭气飘散，同学们纷纷埋怨B君， B喝道：“关我屁事！”全班暴笑。
598,一只皮球破窗而入，进了穆勒太太的厨房，不久，一个小孩来按门铃说：我爸一会儿就来给你装新玻璃。果然不错，一个男人走上台阶，穆勒太太把皮球还孩子，孩子走了。那人把玻璃换好后说：十块钱。什么？你不是他的爸爸？穆勒太太问。什么？你不是他的妈妈？
599,钓鱼之间有一条很好的界限，就像白痴一样站在岸边。
600,大街一个杂技团表演节目：“关在箱子里的绝食男子。” 记者采访他，问道：“你为什么要演这种节目？” 那男人回答：“还不是为了混口饭吃！”
601,某病员在上手术台前问医生：一旦手术失败，你会因此受罚吗？ 医生答：会扣我一月的奖金。不过别担心，我炒股刚赚了四千块！
602,我们从历史中学习我们不从历史中吸取教训。
603,一位老先生来到药铺，对伙计说：“给我来一剂泻药。”伙计把泻药递给他。 “效力快吗？”老先生问道。 “特快！您看对面的茅厕，离这儿刚好五十步远，只要您现在服下药，一跑到茅厕，一定见效！” 过了一会儿，老先生愁眉苦脸地又回来了。 伙计问：“您还要一剂，老先生？” “不，我来是为了告诉你，这里离茅厕距离你少估计了两步！”
604,在医院一哥们药吊完了逐叫护士说：“护士我完了。” 护士姐姐微微一笑道：“不是你完了，是你药完了。”
605,硬件故障将导致系统软件崩溃，客户工程师将责怪程序员。
606,一次开会，我也算个领导，需要去记社员的名字，结果去晚了。 到那时，社员都等半天了，我赶紧过去，问他们名字。其中一个女生对我说，她叫什么姗姗来的，我问哪个姗，她说：“姗姗来迟”的“姗”。说完嘻嘻一笑。我不禁老脸一红……
607,一个不了解历史的人就像一棵没有根的树。
608,三个病人的魂魄正在听侯来阎王的判决。 阎王：某甲，死刑，后日午时收魂。某甲大哭。 阎王：某乙，死刑，下月初一子时收魂。某乙大哭。 阎王：某丙，无期。 丙好奇地问：这无期是什么意思呀？ 阎王白了他一眼说：还能啥意思，植物人儿呗。
609,我一直在纳闷，老师为什么要请家长到学校？ 一个连未成年人都没教育好的人，还想教育成年人？
610,"厂里食堂一直供应豆浆,刚开始大家都爱喝,后来味道却越来越淡,可能是水加太多了,谁也不愿意再喝. 这样餐餐剩着太浪费,食堂就把豆浆换成了白开水.换成白开水更没人喝了,烧水要用燃料,还没人喝.食堂干脆水也不烧了,结果豆浆桶里就只装了一桶自来水.这么一大只桶,只装自来水真是太可惜了,食堂灵机一动,就在里面养了几条金鱼. 这天厂长来用餐,见到豆浆桶里养着金鱼,顿时大怒,把食堂负责人叫来就是一顿痛批;“你搞什么啊,居然在豆浆桶里养金鱼,金鱼养大了又不能吃,快点把金鱼给我丢了,买几条草鱼来养起.”"
611,领导：这件事你怎么不事先向我汇报呢？ 我：我之前给你打过电话的…… 领导：我每天接那么多电话呢？哪儿能记得住，你应该给我发个邮件！ 我：可是我也发过邮件了…… 领导：每天那么多邮件，根本看不过来。办公室这么近，你不能来跟我汇报下吗？ 我：这几天去找你，你都不在办公室…… 领导：难道我去哪里都需要向你汇报吗？我看你的态度很不好啊！ 我：………… 领导伤不起呀。
612,切勿从前方接近公牛，从后方接近马或从任何方向接近傻瓜。
613,我老爸抽烟，我跟老妈都讨厌烟味，我跟老爸说，要不您把抽油烟机打开，在那底下抽吧，老爸说：那是它抽，还是我抽呀。
614,以前有一个学生他那里的人很喜欢说啥。有一天他在看书看到了啥字他不知道怎么念，就去问老师，他说：老师这个字念‘啥’？ 老师说：这个字嘛念啥。 学生说：对呀，我也不知道这个字念啥。 老师说：这个字念‘啥’。 学生说：这个子到底念啥？ 老师大发脾气说这个字念啥。 学生也跟着说这个字到底念啥？ 学生和老师就这样一直的叫了下去，可后面这个学生还是不知道那个字！
615,我已经停在拖车区，当我回来时，整个社区都消失了。
616,一个小伙子独自去登山，在山顶上一不小心，掉了下去，只有一只手抓住了山顶的一个突起的岩石上。他大声的呼救：上面有人吗？快救救我！ 这时候听见上面有个苍老的声音说道：孩子我是上帝，把手松开我拉你上来！ 小伙子犹豫了一下又大声的喊道：上面还有别的人吗？
617,妈妈牵着京京逛街，突然，京京不走了，他看着一辆车。 妈妈说：“你是山猴子吗，没见过小汽车。” 京京说：“小汽车在说：倒车，请注意。我当然要专心看着啦！” 妈妈说：“你真听话呀！” 京京说：“在学校，广播里说：现在播诵一个通知，请注意。我们都认真听呀。”
618,改进程序用户友好性的努力总是导致提高用户的计算机知识。
619,一次一个客户不会用取款机，咨询员教他使用，咨询员把卡放到取款机里后，对客户说，您在这儿输密码……哪知客户低下头，对着电脑屏幕轻声说了他的6位取款密码。客户把输密码听成了说密码……
620,某君住院，第一天为他检查的是眼科医生，第二天是喉科，第三天是呼吸系统，第四天是消化器官。第五天进病房的是一个带着铁桶、布片和刷子的人。这位病人惶惶不安地问：今天还要检查什么？ 这人愣了一下，然后笑着说：不，我是来抹玻璃窗的。
621,甲：杀人偿命 乙：等我死了就算偿命了 甲：欠债还钱 乙: 等你死了给你烧纸钱 甲：是金钱如粪土 乙：原来你家里的别墅式用粪土换的啊 甲：人在做，天在看.我站不更名坐不改姓 乙: 那是不是可以去变性？
622,经理酒醉，入厕呕吐，恰逢一男正小解，经理怒曰：“说好不喝了怎么还倒酒？” 男闻声急停，不料憋出个屁来，经理大怒：“妈的！谁又开了一瓶？
623,一位牙科医生给一位患者拔掉了一只牙，然后让患者休息一会儿。 医生知道患者是收集鸟蛋的，就向他打听鸟蛋孵出来没有，并问他：“你兄弟好吗？喜爱新的工作吗？” 当时患者因嘴里塞满了药棉，只能对医生发出奇怪的声音，或用摇头点头来作为回答。 直到医生将患者嘴里的药棉取出以后，才听到清楚的回答：“我的牙给拔错了！”
624,两个朋友坐下来谈话，一个对另一个说：“这些日子，我天天和老婆吵架。” “谁是胜利者？”他的朋友问。 “说最后一句话的自然是我了。” “这是怎么回事儿？”朋友不解，又问。 “因为最后总是我道歉。”
625,一个抽烟抽了大半辈子的奶奶说：“孙女啊，以后嫁人千万别嫁戒过烟的啊。” 我很纳闷，就问她为什么。 她说：“戒过烟的男人心狠啊！你想想，香烟都能戒了，还什么事做不出来的！”
626,父亲：你认识多少字了？ 儿子：就认得阿拉数字1到7。 父亲：你真蠢，长大该怎么办啊。 儿子：没关系，长大我可以当作曲家，作曲家只写7个数字，连8都用不上。
627,一天，教官对新兵说 ：你们现在是军人了，要绝对服从命令。 是。 好 ，少息（少吸），立正，报数（树）。 就见甲以惊人的速度冲出队伍，死死的报住了一棵树。
628,某班选班花，恐龙级的女生说：如果我当选班花，几年后你们就可以跟老公说，我大学时比系上的班花还漂亮，娶到我是你赚到了。 结果此女高票当选班花。
629,砍价的时候带着老公，真是件要人命的事！ 一件衣服卖189，老婆心里正掂量：直接从100块开始砍呢，还是从120砍呢？ 老公突然出现：“180卖不卖？”
630,考试分数很低，我苦恼地抱怨说：我的分数太便宜了！
631,太上老君说：“诵经千遍，身腾紫云。”有个道士对此深信不疑，天天诵经，打算驾云升仙。 诵到九百九十九遍时，便沐浴登坛，告别亲友，等待腾去。他又诵一遍经，凑够了一千之数，直等到天晚，竟一丝云也没有。 道士便指着太上老君的塑像叹道： “谁料到你这么老大年纪也会说谎！”
632,恐惧和冒险之间唯一的区别就是你呼吸多少。
633,有一次我肚子疼，跑到医院挂了急诊，结果在我看病的时候，医院的120突然送进来一个全身是血的病人，医生只好把我扔在一边，并劝我先去吃午饭再回来看肚子。 “找点儿事做，分散一下注意力，要不肚子更疼。”这是医生的原话。
634,“你还有钱吗？”我爸问我， “没有了”然后我爸就把手伸进口袋， 拿出钱包，把钱包里仅有的两百块拿了出来。 然后我的眼泪就忍不住了。 “爸，你大男人你钱让老婆没收了就来掏我钱包， 你掏就掏吧，为什么全掏走啊？”
635,鲤鱼和乌龟去领结婚证。办事员问乌龟年龄，乌龟：100。办事员遗憾地说：对不起，按照你们家族规定，你还未成年，不准结婚。
636,妻子的生日快到了，她做梦都想要一条钻石项链，但又不好意思跟丈夫明说，于是她暗示丈夫：亲爱的，明天我生日，你会送我什么礼物？ 丈夫：放心，我会让你美梦成真的。 妻子很高兴。 第二天，丈夫送给她一个果篮，里面有梅子，柠檬，橙子，和榛子。果然梅檬橙榛（美梦成真）啊。
637,一天，它出外游玩，遇到蜣螂，蜣螂欺侮它；遇到蝇虎，蝇虎也欺侮它。蠹虫十分愤慨，问人道：我满肚子都是诗书，自认为是天下通儒，为什么欺侮我的这样多？ 人笑道：你虽然自认为满肚子诗书，可都是吃了并不消化吸收的，虽然很多，又有什么用场呢？
638,妻：来看看我有没有断掌？ 夫：不用看了，钱有的。 妻：为什么？ 夫：不然我的一生怎么会断送在你的手里。
639,宝贝劝老爸给她买一个福娃的气球。 老爸说：家里不是有好几个气球吗，你见一次买一次太浪费！ 宝贝：老爸，你给我再买一个吧 ，我长大了也买给你好不好？ 老爸：我又不喜欢气球…… 宝贝：那我给你买鞋子好吧 漂亮的鞋子…… 宝贝拿着那个福娃心满意足的走着，又看见一个卖气球的。 宝贝：老爸，我给你买两双鞋子好不好？
640,现在，第一次月考成绩公布了，同学们议论家长会如何看待自己的成绩，有的同学说：“我爸爸鼓励我要好好学。” 而小华说：“我无论成绩如何，爸爸都要奖励我。” 同学们问：“不管成绩好还是差都有奖励？” 小华说：“我要考得很差，我爸爸奖励我三下竹鞭，我能考到前三名，我爸爸就奖励我零下竹鞭。” 同学说：“你的爸爸总是鞭策你进步。”
641,独自笑，整个世界都认为你是个白痴。
642,河鱼与海鱼攀亲，河鱼屡往，备扰海错。因语海鱼：亲家，何不到小去处下顾一顾？ 海鱼许焉。河鱼归曰：海头太太至矣。遣手下择深港迎之。海鱼甫至港口便返，河鱼追问其故，答曰：我吃不惯贵处这样淡水。
643,胡子家贫揭债，特把髭（嘴上须）须戤（抵押）。只因无计谋生，情愿央中借贷，上连鼻孔、人中，下至喉咙为界，计开四址分明，两鬓篷松在外，根根真正胡须，并无阴毛杂带。 若还过期不赎，听作猪综变卖。年分月日开填，居间借重卵袋。
644,漂亮MM问男友：“听说你家买了辆宝马？” 男友：“是的，我哥买的。” MM：“那他结婚了吗？有女朋友吗？
645,"一小朋友问一富翁：先生你为啥那么有钱呢？ 富翁说：小的时候我跟你一样什么也没有，爸爸给我一个苹果,于是我就把那个苹果卖了,用赚到的钱再买两个苹果，然后再卖了买四个苹果。 小朋友若有所思,说：先生我好像懂了。 富翁先生说：你懂你妹啊，后来我爹死了，我继承了他所有的遗产。"
646,保持情绪活跃; 迎合你最喜欢的神经症。
647,我嘴贱的来了一句：“痛经会很疼吗？” 结果，她立马跳起来对着我的裤裆来了一脚， 说：“差不多就这么疼吧”， 啊啊，医生，医生在哪里啊？
648,Pol.ice在审问一个流浪汉： “你为什么到处流窜，老太太给了你一个面包，你还要用石头砸她家的玻璃窗？” “那不是石头。” “那是什么？” “那是她给我的那个面包！”
649,我很欣赏教皇亚历山大十世的女儿，从历史上留下的绘画看的确是个美人。 她除了正常的乱搞还搞得自己两个兄弟争风吃醋，顺便还和老爸生了个孩子。 她的墓志铭甚赞：这里葬着教皇的女儿、儿媳妇和孩子他妈。
650,公司某爱现老男人说：根据科学分析，读书得得越多，死得越早！ 我回：你家孩子几年级？ 答：初中三年级！ 我说：快领回去吧，再读下去就准备收尸勒！
651,MM：前几天我生你的气了！ 我：为啥？貌似我没惹到你啊。 MM：那天我问你500万和恋人之间只能选一个，你选哪个，结果你选了500万，于是我就生气了。 我：囧。然后呢？印象中我好像还没跟你道歉吧？ MM：没，不过后来我想想，我也会选500万，所以现在我就原谅你了～ 我：……
652,在这个肥胖的身体里面，有一个瘦小的人尖叫着要出去。
653,老板说：有啊。 ‍　　于是拿出两种药让这个人挑‍，他正挑着，老板大喝一声，吓得小明一哆嗦，药都掉地上。 ‍　　顾客怒道：你有病啊！ 老板笑着说：怎么样？让我这么一吓是不是好了。 顾客更生气了：打嗝的是我妈！
654,大学校长收到物理系递交的经费申请报告后，一个电话把物理系主任叫到了办公室。 他叹气说：“你们怎么总是要买那么多昂贵的设备？你看看，数学系只要纸、笔和橡皮。”想了一会，校长又补充道，“哲学系更节省，他们只要自己的头脑就够了，连橡皮都不要。”
655,两GAY涉嫌拐买少男，某警察奉命监视。 一日偷听到2GAY对话：甲GAY：“这个要如何处理？” 乙：“我们先把他杀了，再奸了他……” 这时这位警察先生二话不说拔起了枪夺门而入，只见两个男人站在厨房手抓着一条鱼……
656,那天往我闺蜜家打电话，那边刚一接通我就用嗲嗲的声音大叫：好久没见人家想死你了！ 结果传来一个男中音：哈哈！是xx吧，她没在家！我是她老公！ 脸红！我这个不好意思。 紧跟着打她手机，接通后，我用一样的语气重复， 结果又是男中音：哈哈！是xx吧，她没带手机出去的！ 汗囧……
657,外公年纪大了耳朵有点背，记得有次我和表姐说起一个电视剧，叫《上错花轿嫁对郎》，当年小火的一个电视剧。 我和表姐说的正欢，外公路过，问我们：“什么？上吊遇见杨六郎？”
658,民间传说，娶个长麻子的媳妇家里会很富裕，会有很多钱。 妈妈：你长大了给你娶个麻子媳妇，好不好？ 上幼儿园的儿子：麻子媳妇有什么好的？ 妈妈：麻子媳妇有很多钱！ 儿子：好吧！ 过了很长时间。 一天，妈妈：等你长大赚钱了给妈妈买套大房子，好不好/？ 儿子：让麻子媳妇给你买！ 没想到儿子还记着这事呢，妈妈早就忘了。
659,小彼得自豪地对他的朋友说：我叔叔是神父，所有的人都称他尊敬的神父。 小保罗说：我叔叔是主教，谁跟他说话都称他阁下。 小拉克乌斯不服气了：这有什么了不起的。我叔叔体重150公斤，所有的人见了他都喊道：噢！我的上帝！
660,"""请您再稍等片刻,先生."" ""怎么?还要等?"" 顾客生气了,说到：""难道你们的鱼是现钓的吗?"""
661,阿凡提的狗夜里守卫家门，白天进窝睡觉。 一天，千户长踏进阿凡提的家门，狗立刻进窝去了。他哈哈大笑说：阿凡提，你的狗看见我吓得赶紧躲进了窝里。 不，阁下，它不是惧怕您，而是厌恶您。阿凡提回答说。
662,地理老师问我：“地球的四大洋是什么？” 我答：“喜羊羊、美羊羊、懒羊羊和沸羊羊！”
663,导演：“你应该从这个悬崖跳下去。” 演员：“要是我受伤或摔死了，怎么办？” 导演：“没关系，这是影片中最后一个镜头。”
664,"老师说：谈恋爱什么感觉？ 同学说：特步,非一般的感觉！ 老师说：还谈恋爱不？ 同学说：安踏,永不止步！ 老师说：你爱她多深？ 同学说：361度,多一度热爱！ 老师说：在班上排第几？ 同学说：红星尔克,to be NO.1！ 老师说：像你这样的人，谁会爱你？ 同学说：KAPPA,爱的我就跟随我"
665,半夜，某局长被急促的敲门声惊醒。该来的终于还是来了，局长强作镇静地托付妻子：“我进去以后，照顾好孩子和咱妈，你自己多保重！” 两人抱头痛哭。局长开门后，外面的人说：“人口普查！”
666,儿子做事向来马虎，而且忘性大，家里人总要时时提醒。 这天，儿子刚进家门，就看到客厅的餐桌上放着一张百元大钞，他心想：哇！老妈今天怎么突然大发慈悲，给这么多零花钱？跑过去一看，才发现百元大钞底下压着他妈留给他的一张纸条，上面写道：“今天是外公的生日，你在家等我，我们一起去给外公祝寿。注意！这100元不是给你的，只是为了引起你的注意，所以，请放回原处吧！”
667,三个人在学校门口接孩子，开车的说：孩子现在也接不起了，住的远，一天油钱也得十多块，费油啊。 骑电动车的说：谁说不是呢，我这一个月电费也得二三十块，费电啊。 骑自行车的说：我这不费油，不费电的，天天还可以锻炼身体，不过啊，也花钱，天天吃的多，费饭啊。
668,阿凡提没有出名前老是穿着一身普通的衣裳。后来，他出了名，倒换上了一套高级的新袷袢。 一天，他穿着那套新袷袢来到穷人朋友们中间，穷人朋友们还以为是喀孜来催收扎卡提税的，一个个都跑掉了。 阿凡提心想：我穿了新袷袢他们都不认识我了，我还是穿上旧衣服吧。于是，他又穿上了过去的旧衣服。
669,两个食人族正在吃一个小丑。一个人对另一个人说：“这对你有意思吗？”
