,id,joke,transform_joke,label
7448,7448,一个上班族准备上19楼去，因为有急事。然后他进入电梯后，按下1个1，一个9，并想：我们家财经频道是19，应该是先按1再按9。,一个工人正要上19楼，因为有急事。然后他走进电梯，按了1，9，然后想：我们的财务频道是19，应该先按1再按9。,1
7449,7449,银行卡：俺今天决定大放血，妇女同志就不用刷锅、刷碗了，带着俺到最商场、超市等最想去的地方潇洒走一回，使劲刷俺吧。,银行卡：我今天决定流很多血。女人不必洗锅碗瓢盆。带我去大多数我想去的购物中心、超市和其他地方。用力刷我。,1
7450,7450,医生问病人是怎么骨折的。 病人说：“我觉得鞋里有沙子，就扶着电线杆抖鞋。TMD有个混蛋经过那里，以为我触电了，便抄起木棍给了我两棍子。”,医生问病人骨折是怎么发生的。病人说：“我想我的鞋子里有沙子，所以我用杆子摇了摇我的鞋子。TMD有个混蛋路过，以为我触电了，就拿起棍子给了我两根棍子。,1
7451,7451,陆军：敌人有两次攻击：当他准备好时，当你不准备时。,军队：敌人有两次进攻：当他准备好的时候，当你没有准备好的时候。,1
7452,7452,有一天，部落酋长最年轻的最漂亮的妻子生了一个白人孩子。,一天，部落首领最年轻最漂亮的妻子生了一个白人孩子。,1
7453,7453,一位女秘书解释为什么放弃穿长裙而恢复穿迷你裙的原因：“自从老板不看我的腿，我的麻烦就多起来了。”,一位女秘书解释了为什么她放弃穿长裙，继续穿迷你裙：“因为我老板不看我的腿，我遇到了更多的麻烦。”,1
7454,7454,他们可能更聪明，但没有人比我更疯狂。,他们也许更聪明，但没有人比我更疯狂。,0
7455,7455,为防止牛奶变酸，请将牛奶放入牛里。,为了防止牛奶变酸，请把牛奶放在牛奶里。,1
7456,7456,我们的最后一次战斗是我的错：我的妻子问我“电视上有什么？” 我说，“尘土”,我们最后的战斗是我的错：我妻子问我，“电视上有什么节目？”我说，“灰尘。”,1
7457,7457,如果他知道任何好的卡片技巧，请不要问BJ经销商。,如果他知道任何好的卡片技巧，请不要问北京经销商。,0
7458,7458,女子将进行三次右转，以避免左转。,女人会右转三圈以避免左转。,1
7459,7459,在地铁上挖鼻屎被旁边人盯着看， 感觉很不舒服。“看什么看！ 没见过人挖鼻屎啊！”“见过， 可你他妈为啥对着我弹？”,在地铁上挖鼻屎，被别人盯着看，感觉很不舒服。”看什么！我从没见过有人捡鼻子和屎！”是的，但你他妈的为什么朝我开枪？”,1
7460,7460,甲：老柴这回调到五金组，我真替他担心。 乙：担心什么？ 甲：他在食品组的时候，卖什么吃什么。这次调到五金组，我担心他的牙受不了！,A：老柴这次调到五金部去了。我真的很担心他。B：你担心什么？A:他在食品集团的时候卖什么吃什么？我这次调到五金部，恐怕他的牙齿受不了了！第二、第二、第二、第二章,1
7461,7461,那些认为自己了解一切的人会非常惹恼我们这些人。,那些自以为无所不知的人会让我们非常恼火。,0
7462,7462,有一个老红军，对他的儿子说：我们以前吃得是红米饭、南瓜汤、老婆一个、孩子一帮，现在的男人是，白米反、王八汤、孩子一个、老婆一帮。,一位老红军对儿子说：“我们以前吃红米、南瓜汤，还有一个妻子和一群孩子。现在的男人是白米，王八堂，一个孩子和一个妻子。”,1
7463,7463,儿子指着冰箱，石化了。大晚上的连夜洗呀！！,儿子指着冰箱，把它吓呆了。日夜洗漱！！,1
7464,7464,前些天买了车，今天开了回来，便在QQ签名上写：车已到手~~哈哈哈…… 不想有个网友评论道：有点像一个向老大报到的小偷。,几天前我买了一辆车，今天回来的时候，我在QQ上签名说车到了~~哈哈……我不想让网友评论：这有点像向老板报案的窃贼。,1
7465,7465,近日我市警方捣毁一非法课外补习班，参与学生被要求返还非法所得。,近日，我市警方捣毁了一所非法的课外补习学校，要求学生退还非法所得。,1
7466,7466,数学不好的猫命数数不清。,数学不好的猫有无数的生命。,1
7467,7467,都说距离产生美你们把我送上月球姑娘应该就喜欢我吗？,他们说距离产生美。送我去月球的女孩应该喜欢我吗？,1
7468,7468,我哥哥认为他是一只鸡 - 我们不会说他，因为我们需要鸡蛋。,我哥哥认为他是个胆小鬼-我们不谈论他，因为我们需要鸡蛋。,0
7469,7469,女教师讲解动词的过去、现在、将来时态。她见个汤姆半睡半醒，便突然问汤姆：我将要结婚，那是什么时态？ 小汤姆惊愕地说：我看……我看是时候了。,女教师讲解动词的过去、现在和将来时态。当她看到汤姆半睡半醒时，她突然问他：“我要结婚了。什么时态？”小汤姆惊讶地说：“我明白了……我想是时候了。,1
7470,7470,酒喝醉了，晕晕糊糊地回家，回家不久就吐了。 第二天早上老婆说：在外边吃就吃了、喝就喝了，就不要来家汇报吃得啥东西了~!,醉醺醺的，头晕目眩的要回家，回家很快就吐了。第二天早上，妻子说：“在外面吃喝，不要回家报告你吃了什么！”,1
7471,7471,通过简单地在水槽里撒尿来避免关于抬起厕所座位的问题。,只要在水槽里小便，就可以避免提升马桶座的问题。,1
7472,7472,不读好书的人没有比不读书的人更有优势。,不读好书的人没有比不读好书的人更有优势。,0
7473,7473,人生就像一个茶几，虽然不大，但是充满了杯具。,生活就像一张茶几，虽然不大，但满是杯子。,1
7474,7474,这不仅仅是非常可怕，这很奇特。里面的葡萄干很糟糕。,这不仅可怕，而且很奇怪。里面的葡萄干很难吃。,0
7475,7475,考试时，一道试题问：《三个火枪手》是谁写的？ 收上来的答卷中对此题的回答有：大仲马，小仲马，千里马。,考试时，一个问题问：“谁写了三个火枪手？”得到的答案是：杜马斯，杜马斯，奇里玛。,1
7476,7476,“昨天有个女孩约我去看电影。” “哇！你答应了么？” “没有” “为啥啊！？” “她居然约我去她家看！不是电影院，没诚意！”,“昨天一个女孩让我去看电影。”“哇！你答应过吗？”不，“为什么？”她居然让我去她家！不是电影院，不是真诚的！”,1
7477,7477,儿子：爸爸，你喂过马吗？ 爸爸：是呀，下放农村时喂过。 儿子：怪不得叔叔阿姨们说你最会拍马……,儿子：爸爸，你喂马了吗？爸爸：是的，是在乡下喂的。儿子：难怪你叔叔阿姨说你是最好的马油。,1
7478,7478,女：为什么从前你对我百依百顺，可结婚才三天，你就跟我吵了两天的架？ 男：因为我的忍耐是有限度的。,女人：你过去为什么对我这么听话，可是结婚才三天，就跟我吵了两天？男人：因为我的耐心有限。,1
7479,7479,我自横刀向天笑，笑完我就去睡觉。,我拿着刀子笑天，笑完就上床睡觉了。,1
7480,7480,沿着走廊和楼梯脚堆放空的玉米片包，以减少跌倒时受伤的风险。,沿着走廊和楼梯堆放空的玉米片袋，以减少摔倒时受伤的风险。,0
7481,7481,当这些年似乎过去的时候，为什么工作时间会无休止地拖延？,当这些年似乎已经过去的时候，为什么工作时间总是被无限地推迟？,0
7482,7482,接下来是一家鞋厂的工作; 我尝试过，但我只是不适应。,下一个是在鞋厂工作；我试过了，但就是适应不了。,0
7483,7483,出院时遇见做裁缝的女朋友。 女朋友问他：“做什么手术？” 某男尴尬的回答：“高领改反领...”,出院时，我遇到了我的女朋友，她是个裁缝。女朋友问他：“你做什么手术？”一个男人尴尬的回答：“高领到反领…”,1
7484,7484,刚刚家人在一块坐着看电视，我打了个响嗝。 老妈说了句话，差点让我吐血：“怎么又放屁？离我远点！”,正当我的家人坐在一起看电视时，我打嗝了。妈妈说了一句话，差点让我吐血：“为什么又放屁？离我远点！”,1
7485,7485,甲：朋友，你知不知道世界最仁慈的人是克·特臣？ 乙：你怎么知道？ 甲：因为他跟我的妻子结了婚。,A：朋友，你知道世界上最善良的人是克·泰森吗？B：你怎么知道的？因为他娶了我妻子。,1
7486,7486,问题：你如何区分内向和外向的工程师之间的区别。,问：你如何区分内向型和外向型工程师？,0
7487,7487,儿子，你没有运气不好。坏事发生在你身上因为你是个笨蛋。,儿子，你不是不走运。坏事发生在你身上是因为你是个傻瓜。,1
7488,7488,猫总会寻找并经常接管任何给定房间中最舒适的地方。,猫总是在任何一个房间里寻找和占据最舒适的地方。,1
7489,7489,人们可以分为三组：制造事物的人，观察事物的人，以及想知道发生了什么的人。,人可以分为三类：制造事物的人、观察事物的人和想知道发生了什么的人。,0
7490,7490,如果你吃意大利面和开胃菜，你还会饿吗？,如果你吃意大利面和开胃菜，你还会饿吗？,1
7491,7491,我的手表快三个小时，我无法解决它。所以我要搬到纽约。,我的表快了三个小时。我解决不了。所以我要搬到纽约去。,1
7492,7492,所以，这位新僧人去找和尚问他这个问题。,于是新和尚去找和尚问他这个问题。,0
7493,7493,基督为我们的罪而死，所以我不要让他失望。,基督为我们的罪而死，所以不要让他失望。,1
7494,7494,这个帅锅长得很帅，要不买回去炒菜用吧。,这个漂亮的罐子很漂亮。你为什么不买来炒呢？,1
7495,7495,当你有这么多的乐趣时，很难谦虚。,当你有这么多乐趣的时候，很难谦虚。,0
7496,7496,小潘问他的妹妹：咱妈那块表挺好看的，不知道准不准？ 小妹很有自信的答到：当然准的了，妈妈每隔二个小时给它调一次时间！,小潘问妹妹：我妈妈的手表看起来不错。我不知道这是对是错。妹妹自信地回答：当然，妈妈每两个小时调整一次！,1
7497,7497,男职员：“老板，我们公司有同性恋。” 老板：“啊！是谁？” 男职员：“你抱我一下，我就告诉你。”,男职员：“老板，我们公司有同性恋者。”老板：“啊！是谁？”男店员：“如果你拥抱我，我会告诉你的。”,1
7498,7498,总而言之，我要知道谁是这个家的主人？一个丈夫怒气冲冲他说。 如果你不知道，你会比现在快乐得多。他的妻子答道。,总之，我想知道谁是这个家的主人。一位丈夫气愤地说。如果你不知道，你会比现在快乐得多。他的妻子回答。,1
7499,7499,一人被执行枪决。 第一枪哑弹，第一枪哑弹，第三枪还是哑弹。 犯人哆嗦地抓着刑警的裤腿说：“大哥，你行行好，掐死我吧！太吓人了！”,一个人被处死了。第一枪是哑的，第一枪是哑的，第三枪是哑的。囚犯抓住刑警颤抖的裤腿说：“兄弟，你没事，掐死我！”太可怕了！”,1
7500,7500,冬天里的一天，蚂蚁姑娘因劳累过度去世了，身边还放着一团毛线。 长颈鹿小伙趴在蚂蚁姑娘身旁大哭：我的爱人，你醒醒呀，你不想我了吗？你为什么为我织围巾呀。,冬天的一天，蚂蚁姑娘因劳累过度而死，身边有一团毛。长颈鹿男孩躺在蚂蚁女孩旁边大声地哭：我的爱人，你醒了，你不想我吗？你为什么给我织围巾？,1
7501,7501,附近新开了一家洗澡堂。 客人们问老板：为什么池子里没有水，淋浴也不出水？ 老板说：我开的这一家洗澡堂是家干洗店。,附近有个新澡堂。客人问老板：为什么游泳池里没有水，淋浴间里也没有水？店主说：我经营的这个浴室是干洗店。,1
7502,7502,世界充满了惊喜，其中很少是令人愉快的。,世界上充满了惊喜，其中很少有是令人愉快的。,0
7503,7503,机房的机器并成一排放，立式的机箱一般机箱是放在显示器的右面，可这里都放在左面，我完成了工作，于是关机：右手食指习惯性的按下Power…… …… 右边MM惨叫,机房和一个放电、垂直的机箱一般都放在显示器的右侧，但这里都放在左侧，我完成了工作，所以关机：右手食指习惯性地按电源……对，嗯，尖叫,1
7504,7504,问：程序员最讨厌康熙的哪个儿子。答：胤禩。因为他是八阿哥（bug）,问：程序员最讨厌康熙哪一个儿子？答：徐宇。因为他是个虫子。,1
7505,7505,"唐晓帆带儿子唐董气喘吁吁地爬到山顶上，看着下边一望无际的景色，唐晓帆说：“儿子，下边的景色多美啊!” “老爸,既然下边景色美，那我们为什么还要爬上来呢?”",唐小凡气喘吁吁地把儿子唐东带到山顶，低头看了看那一望无际的景色。唐小凡说：“儿子，下面的风景真漂亮！”爸爸，既然下面的风景很美，我们为什么要爬上去呢？”,1
7506,7506,我只在一只手臂下使用除臭剂，所以我知道我会闻到什么味道。,我只在一只胳膊下面用除臭剂，所以我知道我会闻到什么。,0
7507,7507,妻子：刚逛街时，你的眼睛为什么老盯旁边的女人看。 丈夫：噢，我是想知道和你比起来，她们差在哪里。,妻子：你买东西的时候，为什么你的眼睛总是盯着你旁边的那个女人？丈夫：噢，我想知道他们比你更坏的地方。,1
7508,7508,那些说自己可以透过女性看的男人很少失踪。,说能看穿女人的男人很少会失踪。,0
7509,7509,很简单。重力加速度为9.81米/秒^ 2。,很简单。重力加速度为9.81m/s^2。,0
7510,7510,医院实习时候，连收好几个直肠癌病人，医生在手术台上感慨道：我们是收人钱财，爆人菊花啊！,在医院实习期间，有几名直肠癌患者入院。手术台上，医生叹了口气，“我们在收钱，在炸菊花！”,1
7511,7511,如果整个世界都是舞台，观众坐在哪里？,如果整个世界都是一个舞台，观众会坐在哪里？,1
7512,7512,城里人三句话害孩子：1.宝贝，好好学习就行，其他爸爸妈妈来办；2.宝贝，记住不能吃亏；3.我告诉你，再不好好学习，长大没饭吃。,城里有三个对孩子有害的词：1。宝贝，努力学习，其他家长会做的；宝贝，记住不要输；3。我告诉你，不管学习有多困难，都要在没有食物的情况下成长。,1
7513,7513,小明被叫家长，只因上课偷吃前桌小红的麻花辫。,小明被称为家长是因为他在课堂上从前台偷走了小红的辫子。,1
7514,7514,妹妹：谁稀罕绿脸蛋。,妹妹：谁几乎没有一张绿色的脸？,1
7515,7515,幸福：在考虑别人的痛苦时感受到了愉快的感受。,快乐：当考虑到别人的痛苦时感到快乐。,0
7516,7516,有人问我现在这相貌是花多少钱整出来的，我说：整的时候花了2000多，后来法院又判他们赔了我5000多。,有人问我，我花了多少钱在这个外观。我说：花了2000多年时间，然后法院裁定他们损失了5000多。,1
7517,7517,给点阳光我就腐烂。,给我点阳光，我会腐烂的。,1
7518,7518,一个人应该原谅一个人的敌人，但不能在他们被绞死之前。,一个人应该原谅他的敌人，但不能在他们被绞死之前。,0
7519,7519,我朋友在他女友手机里的名字是“他”，后来他们分手了，就变成了“它”。,我朋友在他女朋友手机上的名字是“他”，然后他们分手成了“它”。,1
7520,7520,今天最节省劳力的设备之一就是明天。,今天最省力的设备之一是明天。,1
7521,7521,冬天，一位顾客走进饭店后忘了关门，店主嚷道：喂，外边这么冷，快把门关上！这位刚进来的顾客非常生气地说：你以为把门关上，外边就暖和了吗？,冬天，一位顾客走进一家餐馆，忘记关门。店主喊道：“嘿，外面太冷了。快把门关上！”新顾客很生气，说：“你关上门时觉得外面暖和吗？”,1
7522,7522,获奖通知：在校长的领导、教务处的支持、后勤部门的配合、指导老师的教诲下，我校三位同学获得由天津各高校举办的**杯作文竞赛一等奖，由于篇幅有限，获奖同学姓名将另行通知！,获奖通知书：在校长领导下，教育行政部门支持，后勤部门配合，讲师指导下，我校三名学生荣获天津市高校**杯作文比赛一等奖。由于篇幅有限，得奖学生名单将另行通知。,1
7523,7523,当您到达文件中的最后一个表单时，只有您将刻录它的副本。,当您到达文件中的最后一个表单时，只有您会刻录它的副本。,0
7524,7524,年轻人无法就业，每天逛公园，老年人没法退休，每天上班。 于是早上的时候，老太婆就喊了：“你上午去公园遛鸟之前，先扶你爸爸去单位上班”。,年轻人找不到工作，每天去公园，老年人不能退休，每天去工作。于是，早上，老太婆大喊：“早上去公园遛鸟前，先帮爸爸去上班。”,1
7525,7525,做丈夫就像任何其他工作一样。如果你喜欢老板，它会有很大的帮助。,做丈夫就像做其他工作一样。如果你喜欢你的老板，那会有很大帮助的。,1
7526,7526,所以那个男人从口袋里掏出一些饼干喂给狗。,于是那人从口袋里掏出一些饼干喂狗吃。,0
7527,7527,用他的问题判断一个人，而不是他的答案。,判断一个人的标准是他的问题，而不是他的答案。,1
7528,7528,A：“我暗恋一个女生。” B：“暗恋好啊！” A：“怎么个好法。” B：“暗恋是所有恋爱中最省钱的。”,A：“我喜欢一个女孩。”B：“暗恋是好的！”A：“做这件事的好方法是什么？”B：“暗恋是所有爱情中最省钱的。”,1
7529,7529,威士忌：除了安顿下来之外，他不会发出任何声音。,威士忌：除了安顿下来，他什么声音也没有。,0
7530,7530,他说它变冷了，所以他关掉了吊扇。,他说天快冷了，所以他关掉了吊扇。,0
7531,7531,有没有注意到那些花钱买啤酒，香烟和彩票的人总是抱怨被打破而感觉不舒服？,你有没有注意到那些花钱买啤酒、香烟和彩票的人总是抱怨自己破产了，感到不舒服？,0
7532,7532,开放的心灵和头部的洞之间有区别。,思想开放和头脑空洞是有区别的。,1
7533,7533,如果您相信您阅读的所有内容，请不要阅读。,如果你相信你所读的一切，请不要读它。,0
7534,7534,统计数据就像比基尼。他们隐瞒的东西比他们所揭示的更为重要。,统计数字就像比基尼。他们隐藏的比揭露的更重要。,1
7535,7535,良好的举止往往包括忍受不好的举止。,礼貌通常包括不礼貌。,1
7536,7536,我永远不会快速行动，除了避免更多的工作或寻找借口。,我绝不会迅速行动，除非避免更多的工作或找借口。,1
7537,7537,你听到了吗？今年复活节被取消了.....是的，他们找到了尸体。,你听到了吗？今年复活节取消了…是的，他们找到了尸体。,1
7538,7538,以色列人在沙漠中游荡了40年。即使在圣经时代，男人也不会要求指示。,以色列人在沙漠中漫游了40年。即使在圣经时代，人们也不会要求指示。,0
7539,7539,不要问你旁边的那个人是否可以打破五。,别问你旁边的人能不能破五。,0
7540,7540,无论你输赢，都没关系 - 直到你输了。,不管你赢还是输-直到你输。,1
7541,7541,中午，到食堂买饭归来，我右手拿饭盆，左手拿半个西瓜，不巧碰到一个哥们，见到我说道：“现在几点了？” 我一看表，西瓜扣在了地上。,中午，我回到食堂买菜时，右手拿着饭盆，左手拿着半个西瓜。不幸的是，我遇到一个朋友说：“现在几点了？”当我看表时，西瓜掉到地上了。,1
7542,7542,发出谈话结束的信号，将双手夹在耳朵上并做鬼脸。,在谈话结束时发个信号，把手放在耳朵里，做个鬼脸。,0
7543,7543,怎么？他先向我丢过一个飞吻来，如果不把它丢回去，难道您还让我留着它不成？,对？他先给了我一个吻。如果他不扔回去，你能让我留着吗？,1
7544,7544,想想一般人是多么愚蠢，并且意识到他们中的一半比那更愚蠢。,想想普通人有多蠢，就会发现他们中有一半比这更蠢。,0
7545,7545,现在，毫无疑问，吸烟是统计数据的主要原因之一。,现在，毫无疑问，吸烟是统计数字的主要原因之一。,0
7546,7546,猫的烦恼与她的尴尬时间成正比，与人类笑声的数量成正比。,猫的烦恼与她尴尬的时间和人类的笑声成正比。,1
7547,7547,今天，我们这一老太太去世了，家人都在痛哭呢，突然一人手机响了，山寨的声音巨大……今天是个好日子，心想的事儿都能成。,今天，我们的老太太去世了。她的家人在哭。突然，一个手机响了，山寨村的声音很大。今天是个好日子。一切都可以做。,1
7548,7548,你为什么要问一个没有手表的人什么时间？,你为什么问一个没有手表的人什么时候？,1
7549,7549,警察：你被窃去的大衣，值多少钱？ 被盗者：新做的时候，是20元，曾经当过一次，是12元赎出来的，一共32元。,警察：你偷来的外套值多少钱？被偷的：新做的时候，是20元。有一次，兑换了12元，一共32元。,1
7550,7550,老王掉进村口枯井在村民们的热心帮助下最终适应了井底生活。,老王在村口掉进一口枯井里，在村民们的热情帮助下，终于适应了井底的生活。,1
7551,7551,今儿个买了瓶灰色的指甲油，涂上感觉不错，索性给老公看看。 老公竟说：“涂了灰指甲，一个传染俩！”,今天，我买了一瓶灰色指甲油。穿上给我丈夫看感觉真好。丈夫不料说：“涂了灰指甲，有传染性两个！”,1
7552,7552,7岁的儿子终于看到盼望已久的大海。 他对妈妈说：妈妈，不是说大海无边无际吗？ 妈妈：是呀。 儿子：但我们怎么站在大海的边上？,七岁的儿子终于看到了期待已久的大海。他对他妈妈说：“妈妈，你的意思不是说大海无边无际吗？妈妈：是的。儿子：但是我们怎么站在海边呢？,1
7553,7553,正常工作一段时间。突然看到屏幕上的东西惊讶地吃了一惊，爬到桌子底下。,正常工作一段时间。突然惊讶地看到屏幕上有什么东西，他爬到桌子下面。,0
7554,7554,如果人们没有结婚，世界将如何变得不同？,如果人们没有结婚，世界会有什么不同？,0
7555,7555,一位拳击运动员的妻子在夜里被声响弄醒了，她看见卧室里站着一个贼。 她弄醒身边的丈夫，镇定地说：“起来吧，有人找你做家教。”,一个拳击手的妻子晚上被吵醒时，她看到一个窃贼站在她的卧室里。她叫醒丈夫，平静地说：“起来吧，有人要你当家教。”,1
7556,7556,和孩子说话时：说出你的意思，说出你说的话，但是当你说出来时不要吝啬。,对你的孩子说：说出你的意思和你说的话，但不要吝啬当你说。,0
7557,7557,与降落伞一样，头脑只有在打开时才会起作用。,就像降落伞一样，大脑只有在打开时才能工作。,1
7558,7558,从什么时候开始说话是一种思考的迹象？,什么时候说话开始成为思考的标志？,0
7559,7559,又听到一首儿歌：我在马路边捡到一百元，把它交到Pol.ice叔叔手里面。 叔叔拿着钱，却买了一包烟，我骂叔叔真TM不要脸。,我又听到一首童谣：我在路边捡到一百元钱，递给波尔叔叔。冰。我叔叔拿了钱买了一包香烟。我骂我叔叔无耻。,1
7560,7560,今天上课，同桌说：我爸爸姓杨，我妈妈也姓杨。。 后面的一朵奇葩来了句：你爸妈同姓恋啊．．． 顿时全班笑爆．．．,今天上课，我的同桌说：我爸爸姓杨，妈妈姓杨。一朵奇葩后，传来一句话：你的父母都爱着同一个姓氏，啊……全班同学立刻大笑起来……,1
7561,7561,有一天上音乐课，老师提了一个问题：什么叫男高音？什么叫男低音？ 一个学生站起来回答说：我爸爸跟我妈妈说话时是男低音，到单位做报告时就是男高音。,一天在音乐课上，老师问了一个问题：什么是男高音？什么是低音？一个学生站起来回答说：“我父亲来办公室做报告时，用低音和男高音和我母亲交谈。”,1
7562,7562,你认为一个不在你联盟之外的女人会在另一个晚上鞠躬。,你认为一个不属于你的女人会在另一个晚上鞠躬。,0
7563,7563,那天晚上我去打架了，一场曲棍球比赛爆发了。,那天晚上我去打球，一场曲棍球比赛爆发了。,0
7564,7564,一位国会议员问别一位议员：你怎么一口咬定你是个诚实的政治家，何以为证？我从不撒谎，从不否认：我是被收买的，谁掏腰包，我就为谁效力。我是说到做到的。,一位国会议员问另一位国会议员：“你怎么能说你是一位诚实的政治家？你怎么能证明呢？”我从不撒谎，从不否认：我被买走了，不管谁付钱，我都为它工作。我是认真的。,1
7565,7565,你的长相已经严重影响了我的生活。,你的出现严重影响了我的生活。,1
7566,7566,很多年前的了。 一同学摆弄小镜子，我前去观望。 那哥们兀地把镜子举过头顶，对我照下来：孽畜，还不速现原形。 我脑残的回了句：哞。,几年前。我的同学们玩镜子，我去看了。那人把镜子举过头顶，给我照了张相。那只动物仍保持原来的形状。我的大脑受损回答：哟。,1
7567,7567,练习是完美的，所以要小心练习。,练习是完美的，所以要仔细练习。,1
7568,7568,酒保很惊讶，不好意思，但你是一条绳子吗？,酒保很惊讶，对不起，你是绳子吗？,0
7569,7569,通过前门将脓液储存在货架上的梅森罐子里，虽然是一个令人钦佩的目标，但不仅会吸引苍蝇，而且还可以在某些州征税。,在前门上的梅森罐子的架子上存放脓液是一个令人钦佩的目标，但它不仅吸引苍蝇，而且还可以在一些州征税。,0
7570,7570,我从前一直不明白，为啥老婆叫大房 ，二房，如今真的懂了，古人诚不欺我也。,我不明白我妻子为什么叫大房间和二房间。现在我真的明白了，古人并没有欺骗我。,1
7571,7571,有些人非常渴望找错，你会觉得有奖励。,有些人很想犯错，你会觉得有回报。,0
7572,7572,妻：你怎么用吸管喝酒呢？ 夫：是的！因为医生要我离酒远点儿。,妻子：你用吸管喝什么？丈夫：是的！因为医生让我远离酒精。,1
7573,7573,女儿对父亲说：爸爸，你抱着我，我给你提皮包，这样你就会轻松些。,女儿对父亲说：爸爸，你抱着我，我会给你一个包，这样你会更放松。,1
7574,7574,子：爸爸，隔壁李叔经常在报刊上发表文章，你为什么不投稿呀？ 父：乖乖，你没看到？那报纸上密密麻麻都是字，哪还有一点空呀！,儿子：爸爸，隔壁的李叔叔经常在报纸杂志上发表文章。你为什么不捐款呢？父亲：亲爱的，你没看见吗？那份报纸上满是文字。没地方放了。,1
7575,7575,如果您无法阅读此内容，请向空乘人员寻求帮助。,如果你看不懂，请向乘务员求助。,0
7576,7576,新郎：“当然，是真心的。” “新娘，你愿意永远跟随丈夫，直到死亡？” “不，我才不要每天都跟着他去挨家挨户递邮件。”,新郎：当然，这是真的。”新娘，你会永远跟着你丈夫直到你死吗？”不，我不想每天跟他挨家挨户地送邮件。”,1
7577,7577,只要事情看起来好转，你就会忽视某些事情。,只要事情看起来好些，你就会忽略一些事情。,0
7578,7578,征婚啓事：要求如下，活的，女的。,征婚启事：要求如下：生活、女性。,1
7579,7579,人哪有好的，只是坏的程度不一样而已。,世上没有好人，但坏人的程度是不同的。,1
7580,7580,A：最近忙什么呢？ B：没啥好忙的，一来投资体育方面，二来搞搞慈善。 A：成功人士啊。 B微微一笑，从包里拿出一张大乐透和一张双色球。,A：你最近在忙什么？B：没什么好忙的。一是投资体育，二是做慈善。A：成功人士。B笑着从包里拿出一个大彩票和一个双色球。,1
7581,7581,结婚五周年纪念前两星期，丈夫问玛丽喜欢什么礼物，玛丽说喜欢富于浪漫气息的不实用的东西。 啊，你真好，玛丽俏声说，情比金坚？ 不是，他答，清仓减价。,五周年纪念日前两周，她丈夫问玛丽喜欢什么礼物。玛丽说她喜欢浪漫和不切实际的东西。啊，你真是太好了，玛丽说，比金剑还厉害？不，他回答，清理仓库，降低价格。,1
7582,7582,您有15个电话号码列表，可以与您的3个家庭联系。,你有一个15个电话号码的清单，你可以联系你的三个家庭。,1
7583,7583,女友说要去学柔道，她父亲极力反对，说道：“女孩子学了柔道谁还敢娶你呢？” 她冷冷的道：“看谁敢不娶！”,当她女朋友说她要学柔道时，她父亲强烈反对，说：“当一个女孩学柔道时，谁敢嫁给你？”看谁不敢结婚！”她冷冷地说。,1
7584,7584,年龄的增长并不会让你觉得自己变成熟变厉害，钱的增长才会！,年龄的增长并不能让你感觉更成熟，只有金钱的增长！,1
7585,7585,四位绅士聚在一起赌钱。开赌前，他们对约翰说：你去瞧瞧门外有没有警察。 约翰去了整整十分钟，才气喘吁吁地跑进来说：门外没有警察，所以我特地去局里喊来一个！,四位先生聚在一起赌博。赌博前，他们对约翰说：“去看看门外有没有警察。”约翰用了十分钟才气喘吁吁地说：“门外没有警察，所以我到警察局喊了一声！”,1
7586,7586,潘长江女儿潘阳大婚，女婿武石磊身家上亿。 神评论：恭贺潘家武家再次喜结连理。,潘扬子的女儿潘阳结婚了，女婿吴世磊有一个数亿的家庭。上帝的评论：恭喜潘家武一家再婚。,1
7587,7587,婚姻是想象力胜过智慧的胜利。第二次婚姻是希望胜过经验的胜利。,婚姻是想象力战胜智慧的胜利。第二次婚姻是希望战胜经验的胜利。,1
7588,7588,当你所有的运动都是谨慎的时候，你已经到了中年。,当你谨慎运动的时候，你已经是中年了。,0
7589,7589,法律就像香肠......最好不要看到它们被制造出来。,法律就像香肠…最好别看他们做的。,1
7590,7590,消耗的食物量与您的体重成正比。,食物的消耗量与你的体重成正比。,0
7591,7591,系统在下午5点关闭以安装调度程序错误。,系统在下午5点关闭以安装计划程序错误。,0
7592,7592,一记者抢先向报社发回一条关于火车相撞事故的报道，报道的开头是这样写的：上帝看到这幅惨景也落泪了。 编辑立刻回电：不要管什么撞车了，马上采访上帝。,一位记者急忙把一篇关于火车相撞的报道带回报社。报告开头写道：上帝看到这悲惨的一幕也哭了。编辑马上回电话：不管车祸发生了什么，马上采访上帝。,1
7593,7593,老师，你的头怎么秃了？ 那是绝顶聪明。 那我也把头剃光算了。 那是自作聪明。,老师，你为什么秃头？那真是太聪明了。我也要剃掉我的头。这就是智慧。,1
7594,7594,有些女人对什么都不感兴趣，然后嫁给他。,有些女人对什么都不感兴趣，就嫁给他。,1
7595,7595,一旦你在野外供应热食，就会下雨。,一旦你在地里供应热的食物，就会下雨。,1
7596,7596,一同学在某日资厂做日语翻译。 某日有人问他妈妈他在哪工作，他妈妈彪悍的说在某地做汉奸！,我的同学在一家日资工厂做日语翻译。有人问他妈妈他在哪里工作。他妈妈说她是个叛徒。,1
7597,7597,智慧和钱哪个更重要？当然是智慧！不过不赚钱的智慧不是好的智慧。,智慧和金钱哪个更重要？当然是智慧！但不赚钱的智慧不是好智慧。,1
